Index,Date,ClockTime,RawTime,TraceSampID,BB1:INT,BB2:INT,BB3:INT,BB4:INT,BB5:INT,BB6:INT,BB7:INT,BB8:INT,BP1:LREAL,BP2:LREAL,BB13:INT
233,1970-01-01,11:47:55.48,42475479744535,,770,760,770,770,770,770,770,760,0,"4,891302",103
234,1970-01-01,11:47:55.58,42475579765885,,770,760,770,770,770,770,770,760,0,"4,891302",103
235,1970-01-01,11:47:55.68,42475679732815,,770,760,770,770,770,760,770,760,0,"4,891302",103
236,1970-01-01,11:47:55.78,42475779766590,,770,760,770,770,770,760,770,760,0,"4,891302",103
237,1970-01-01,11:47:55.88,42475879766340,,770,760,770,770,770,760,770,760,0,"4,891302",102
238,1970-01-01,11:47:55.98,42475979714680,,770,760,770,770,770,760,770,760,0,"4,891302",103
239,1970-01-01,11:47:56.08,42476079762325,,770,760,770,770,770,760,770,760,0,"4,891302",103
240,1970-01-01,11:47:56.18,42476179717185,,770,760,770,770,770,760,770,760,0,"4,891302",103
241,1970-01-01,11:47:56.28,42476279711230,,770,760,770,770,770,760,770,760,0,"4,891302",103
242,1970-01-01,11:47:56.38,42476379715045,,770,760,770,770,770,760,770,760,0,"4,891302",102
243,1970-01-01,11:47:56.48,42476479713420,,770,760,770,770,770,760,770,760,0,"4,891302",103
244,1970-01-01,11:47:56.58,42476579764865,,770,760,770,770,770,760,770,760,0,"4,891302",103
245,1970-01-01,11:47:56.68,42476679774685,,770,760,770,770,770,760,770,760,0,"4,891302",103
246,1970-01-01,11:47:56.78,42476779725220,,770,760,770,770,770,760,770,760,0,"4,891302",103
247,1970-01-01,11:47:56.88,42476879761790,,770,760,770,770,770,760,770,760,0,"4,891302",103
248,1970-01-01,11:47:56.98,42476979771535,,770,760,770,770,770,760,770,760,0,"4,891302",103
249,1970-01-01,11:47:57.08,42477079785220,,770,760,770,770,770,760,770,760,0,"4,891302",103
250,1970-01-01,11:47:57.18,42477179761655,,770,760,770,770,770,760,770,760,0,"4,891302",103
251,1970-01-01,11:47:57.28,42477279782925,,770,760,770,770,770,760,770,760,0,"4,891302",103
252,1970-01-01,11:47:57.38,42477379724455,,770,760,770,770,770,760,770,760,0,"4,891302",103
253,1970-01-01,11:47:57.48,42477479735475,,770,760,770,770,770,760,770,760,0,"4,891302",103
254,1970-01-01,11:47:57.58,42477579715635,,770,760,770,770,770,770,770,760,0,"4,891302",103
255,1970-01-01,11:47:57.68,42477679711915,,770,760,770,770,770,760,770,760,0,"4,891302",103
256,1970-01-01,11:47:57.78,42477779717935,,770,760,770,770,770,760,770,760,0,"4,891302",104
257,1970-01-01,11:47:57.88,42477879705165,,770,760,770,770,770,760,770,760,0,"4,891302",103
258,1970-01-01,11:47:57.98,42477979712635,,770,770,770,770,770,770,770,760,0,"4,891302",103
259,1970-01-01,11:47:58.08,42478079738030,,770,760,770,770,770,760,770,760,0,"4,891302",103
260,1970-01-01,11:47:58.18,42478179781195,,770,760,770,770,770,760,770,760,0,"4,891302",103
261,1970-01-01,11:47:58.28,42478279731845,,770,760,770,770,770,760,770,760,0,"4,891302",103
262,1970-01-01,11:47:58.38,42478379772405,,770,760,770,770,770,760,770,760,0,"4,891302",103
263,1970-01-01,11:47:58.48,42478479727665,,770,760,770,770,770,760,770,760,0,"4,891302",103
264,1970-01-01,11:47:58.58,42478579759930,,770,760,770,770,770,760,770,760,0,"4,891302",103
